word	sentiment	lexicon
deceived	negative	nrc
deceiving	negative	nrc
decency	positive	nrc
decent	positive	nrc
deception	negative	nrc
deceptive	negative	nrc
declaratory	positive	nrc
declination	negative	nrc
decline	negative	nrc
declining	negative	nrc
decomposition	negative	nrc
decrease	negative	nrc
decrement	negative	nrc
decrepit	negative	nrc
decry	negative	nrc
dedication	positive	nrc
deduct	negative	nrc
defamation	negative	nrc
defamatory	negative	nrc
default	negative	nrc
defeat	negative	nrc
defeated	negative	nrc
defect	negative	nrc
defection	negative	nrc
defective	negative	nrc
defend	positive	nrc
defended	positive	nrc
defender	positive	nrc
defending	positive	nrc
defense	positive	nrc
defenseless	negative	nrc
deference	positive	nrc
deferral	negative	nrc
defiance	negative	nrc
defiant	negative	nrc
deficiency	negative	nrc
deficit	negative	nrc
definitive	positive	nrc
deflate	negative	nrc
deflation	negative	nrc
deform	negative	nrc
deformed	negative	nrc
deformity	negative	nrc
defraud	negative	nrc
defunct	negative	nrc
defy	negative	nrc
degeneracy	negative	nrc
degenerate	negative	nrc
degradation	negative	nrc
degrade	negative	nrc
degrading	negative	nrc
degree	positive	nrc
delay	negative	nrc
delayed	negative	nrc
delectable	positive	nrc
delegate	positive	nrc
deleterious	negative	nrc
deletion	negative	nrc
deliberate	positive	nrc
delicious	positive	nrc
delight	positive	nrc
delighted	positive	nrc
delightful	positive	nrc
delinquency	negative	nrc
delinquent	negative	nrc
delirious	negative	nrc
delirium	negative	nrc
deliverance	positive	nrc
delivery	positive	nrc
deluge	negative	nrc
delusion	negative	nrc
delusional	negative	nrc
demand	negative	nrc
demanding	negative	nrc
demented	negative	nrc
dementia	negative	nrc
demise	negative	nrc
democracy	positive	nrc
demolish	negative	nrc
demolition	negative	nrc
demon	negative	nrc
demonic	negative	nrc
demonstrable	positive	nrc
demonstrative	positive	nrc
demoralized	negative	nrc
denial	negative	nrc
denied	negative	nrc
denounce	negative	nrc
denunciation	negative	nrc
deny	negative	nrc
denying	negative	nrc
departed	negative	nrc
departure	negative	nrc
dependence	negative	nrc
dependency	negative	nrc
dependent	negative	nrc
dependent	positive	nrc
deplorable	negative	nrc
deplore	negative	nrc
deport	negative	nrc
deportation	negative	nrc
depraved	negative	nrc
depravity	negative	nrc
depreciate	negative	nrc
depreciated	negative	nrc
depreciation	negative	nrc
depress	negative	nrc
depressed	negative	nrc
depressing	negative	nrc
depression	negative	nrc
depressive	negative	nrc
deprivation	negative	nrc
depth	positive	nrc
deranged	negative	nrc
derelict	negative	nrc
derision	negative	nrc
derogation	negative	nrc
derogatory	negative	nrc
descriptive	positive	nrc
desecration	negative	nrc
desert	negative	nrc
deserted	negative	nrc
desertion	negative	nrc
deserve	positive	nrc
deserved	positive	nrc
designer	positive	nrc
desirable	positive	nrc
desiring	positive	nrc
desirous	positive	nrc
desist	negative	nrc
desolation	negative	nrc
despair	negative	nrc
despairing	negative	nrc
desperate	negative	nrc
despicable	negative	nrc
despise	negative	nrc
despotic	negative	nrc
despotism	negative	nrc
destination	positive	nrc
destitute	negative	nrc
destroyed	negative	nrc
destroyer	negative	nrc
destroying	negative	nrc
destruction	negative	nrc
destructive	negative	nrc
detachment	negative	nrc
detain	negative	nrc
detainee	negative	nrc
detect	positive	nrc
detection	positive	nrc
detention	negative	nrc
deteriorate	negative	nrc
deteriorated	negative	nrc
deterioration	negative	nrc
determination	positive	nrc
determined	positive	nrc
detest	negative	nrc
detonate	negative	nrc
detract	negative	nrc
detriment	negative	nrc
detrimental	negative	nrc
detritus	negative	nrc
devastate	negative	nrc
devastating	negative	nrc
devastation	negative	nrc
develop	positive	nrc
devil	negative	nrc
devilish	negative	nrc
devious	negative	nrc
devolution	negative	nrc
devotional	positive	nrc
devour	negative	nrc
devout	positive	nrc
dexterity	positive	nrc
diabolical	negative	nrc
diagnosis	negative	nrc
diamond	positive	nrc
diary	positive	nrc
diatribe	negative	nrc
dictator	negative	nrc
dictatorial	negative	nrc
dictatorship	negative	nrc
dictionary	positive	nrc
didactic	positive	nrc
die	negative	nrc
dietary	positive	nrc
difficulties	negative	nrc
difficulty	negative	nrc
dignified	positive	nrc
dignity	positive	nrc
digress	negative	nrc
dilapidated	negative	nrc
diligence	positive	nrc
dilute	negative	nrc
diminish	negative	nrc
diminished	negative	nrc
din	negative	nrc
dinner	positive	nrc
diplomacy	positive	nrc
diplomatic	positive	nrc
dire	negative	nrc
director	positive	nrc
dirt	negative	nrc
dirty	negative	nrc
disability	negative	nrc
disable	negative	nrc
disabled	negative	nrc
disaffected	negative	nrc
disagree	negative	nrc
disagreeing	negative	nrc
disagreement	negative	nrc
disallowed	negative	nrc
disappoint	negative	nrc
disappointed	negative	nrc
disappointing	negative	nrc
disappointment	negative	nrc
disapproval	negative	nrc
disapprove	negative	nrc
disapproved	negative	nrc
disapproving	negative	nrc
disaster	negative	nrc
disastrous	negative	nrc
disbelieve	negative	nrc
discards	negative	nrc
discharge	negative	nrc
discipline	negative	nrc
disclaim	negative	nrc
discoloration	negative	nrc
discolored	negative	nrc
discomfort	negative	nrc
disconnect	negative	nrc
disconnected	negative	nrc
disconnection	negative	nrc
discontent	negative	nrc
discontinue	negative	nrc
discontinuity	negative	nrc
discord	negative	nrc
discourage	negative	nrc
discouragement	negative	nrc
discovery	positive	nrc
discredit	negative	nrc
discreet	positive	nrc
discretion	positive	nrc
discretionary	positive	nrc
discriminate	negative	nrc
discriminating	negative	nrc
discrimination	negative	nrc
discussion	positive	nrc
disdain	negative	nrc
disease	negative	nrc
diseased	negative	nrc
disembodied	negative	nrc
disengagement	negative	nrc
disfigured	negative	nrc
disgrace	negative	nrc
disgraced	negative	nrc
disgraceful	negative	nrc
disgruntled	negative	nrc
disgust	negative	nrc
disgusting	negative	nrc
disheartened	negative	nrc
disheartening	negative	nrc
dishonest	negative	nrc
dishonesty	negative	nrc
dishonor	negative	nrc
disillusionment	negative	nrc
disinfection	positive	nrc
disinformation	negative	nrc
disingenuous	negative	nrc
disintegrate	negative	nrc
disintegration	negative	nrc
disinterested	negative	nrc
dislike	negative	nrc
disliked	negative	nrc
dislocated	negative	nrc
dismal	negative	nrc
dismay	negative	nrc
dismemberment	negative	nrc
dismissal	negative	nrc
disobedience	negative	nrc
disobedient	negative	nrc
disobey	negative	nrc
disorder	negative	nrc
disorderly	negative	nrc
disorganized	negative	nrc
disparage	negative	nrc
disparaging	negative	nrc
disparity	negative	nrc
dispassionate	negative	nrc
dispel	negative	nrc
dispersion	negative	nrc
displace	negative	nrc
displeased	negative	nrc
displeasure	negative	nrc
disposal	negative	nrc
disposed	positive	nrc
dispossessed	negative	nrc
dispute	negative	nrc
disqualification	negative	nrc
disqualified	negative	nrc
disqualify	negative	nrc
disregard	negative	nrc
disregarded	negative	nrc
disreputable	negative	nrc
disrespect	negative	nrc
disrespectful	negative	nrc
disruption	negative	nrc
dissatisfaction	negative	nrc
disseminate	positive	nrc
dissension	negative	nrc
dissenting	negative	nrc
disservice	negative	nrc
dissident	negative	nrc
dissolution	negative	nrc
dissonance	negative	nrc
distaste	negative	nrc
distasteful	negative	nrc
distillation	positive	nrc
distinction	positive	nrc
distorted	negative	nrc
distortion	negative	nrc
distract	negative	nrc
distracted	negative	nrc
distracting	negative	nrc
distraction	negative	nrc
distraught	negative	nrc
distress	negative	nrc
distressed	negative	nrc
distressing	negative	nrc
distrust	negative	nrc
disturbance	negative	nrc
disturbed	negative	nrc
disuse	negative	nrc
disused	negative	nrc
ditty	positive	nrc
divergent	negative	nrc
diverse	negative	nrc
diverse	positive	nrc
diversified	positive	nrc
diversion	positive	nrc
divested	negative	nrc
divestment	negative	nrc
divinity	positive	nrc
divorce	negative	nrc
dizziness	negative	nrc
dizzy	negative	nrc
docked	negative	nrc
doctor	positive	nrc
doer	positive	nrc
dogged	positive	nrc
doit	negative	nrc
doldrums	negative	nrc
dole	negative	nrc
dolor	negative	nrc
dolphin	positive	nrc
dominant	negative	nrc
dominate	negative	nrc
dominate	positive	nrc
domination	negative	nrc
don	positive	nrc
donation	positive	nrc
donkey	negative	nrc
doodle	negative	nrc
doom	negative	nrc
doomed	negative	nrc
doomsday	negative	nrc
doubt	negative	nrc
doubtful	negative	nrc
doubting	negative	nrc
doubtless	positive	nrc
douche	negative	nrc
dour	negative	nrc
dove	positive	nrc
downfall	negative	nrc
downy	positive	nrc
drab	negative	nrc
drainage	negative	nrc
drawback	negative	nrc
dread	negative	nrc
dreadful	negative	nrc
dreadfully	negative	nrc
dreary	negative	nrc
drinking	negative	nrc
drivel	negative	nrc
drone	negative	nrc
drooping	negative	nrc
drought	negative	nrc
drown	negative	nrc
drowsiness	negative	nrc
drudgery	negative	nrc
drunken	negative	nrc
drunkenness	negative	nrc
dubious	negative	nrc
duet	positive	nrc
duke	positive	nrc
dull	negative	nrc
dumb	negative	nrc
dummy	negative	nrc
dumps	negative	nrc
dun	negative	nrc
dungeon	negative	nrc
dupe	negative	nrc
duplicity	negative	nrc
durability	positive	nrc
durable	positive	nrc
duress	negative	nrc
dust	negative	nrc
dutiful	positive	nrc
dwarfed	negative	nrc
dying	negative	nrc
dysentery	negative	nrc
eager	positive	nrc
eagerness	positive	nrc
earl	positive	nrc
earn	positive	nrc
earnest	positive	nrc
earnestly	positive	nrc
earnestness	positive	nrc
earthquake	negative	nrc
ease	positive	nrc
easement	positive	nrc
easygoing	positive	nrc
eat	positive	nrc
eavesdropping	negative	nrc
ecstasy	positive	nrc
ecstatic	positive	nrc
edict	negative	nrc
edification	positive	nrc
educate	positive	nrc
educated	positive	nrc
educational	positive	nrc
effective	positive	nrc
effeminate	negative	nrc
efficacy	positive	nrc
efficiency	positive	nrc
efficient	positive	nrc
effort	positive	nrc
egotistical	negative	nrc
egregious	negative	nrc
ejaculation	positive	nrc
eject	negative	nrc
ejection	negative	nrc
elaboration	positive	nrc
elated	positive	nrc
elder	positive	nrc
elders	positive	nrc
elect	positive	nrc
electric	positive	nrc
electricity	positive	nrc
elegance	positive	nrc
elegant	positive	nrc
elevation	positive	nrc
eligible	positive	nrc
elimination	negative	nrc
elite	positive	nrc
eloquence	positive	nrc
eloquent	positive	nrc
elucidate	positive	nrc
elusive	negative	nrc
emaciated	negative	nrc
emancipation	positive	nrc
embargo	negative	nrc
embarrass	negative	nrc
embarrassing	negative	nrc
embarrassment	negative	nrc
embezzlement	negative	nrc
embolism	negative	nrc
embrace	positive	nrc
embroiled	negative	nrc
emergency	negative	nrc
emeritus	positive	nrc
eminence	positive	nrc
eminent	positive	nrc
eminently	positive	nrc
emir	positive	nrc
empathy	positive	nrc
empower	positive	nrc
emulate	positive	nrc
enable	positive	nrc
enablement	positive	nrc
enchant	positive	nrc
enchanted	positive	nrc
enchanting	positive	nrc
enclave	negative	nrc
encore	positive	nrc
encourage	positive	nrc
encouragement	positive	nrc
encroachment	negative	nrc
encumbrance	negative	nrc
encyclopedia	positive	nrc
endanger	negative	nrc
endangered	negative	nrc
endeavor	positive	nrc
endemic	negative	nrc
endless	negative	nrc
endless	positive	nrc
endow	positive	nrc
endowed	positive	nrc
endowment	positive	nrc
endurance	positive	nrc
endure	positive	nrc
enemy	negative	nrc
energetic	positive	nrc
enforce	negative	nrc
enforce	positive	nrc
enforcement	negative	nrc
engaged	positive	nrc
engaging	positive	nrc
enhance	positive	nrc
enigmatic	negative	nrc
enjoy	positive	nrc
enjoying	positive	nrc
enlighten	positive	nrc
enlightenment	positive	nrc
enliven	positive	nrc
enmity	negative	nrc
enrich	positive	nrc
ensemble	positive	nrc
ensign	positive	nrc
enslave	negative	nrc
enslaved	negative	nrc
enslavement	negative	nrc
entangled	negative	nrc
entanglement	negative	nrc
enterprising	positive	nrc
entertain	positive	nrc
entertained	positive	nrc
entertaining	positive	nrc
entertainment	positive	nrc
enthusiasm	positive	nrc
enthusiast	positive	nrc
entrails	negative	nrc
envious	negative	nrc
environ	positive	nrc
ephemeris	positive	nrc
epic	positive	nrc
epidemic	negative	nrc
epilepsy	negative	nrc
epitome	positive	nrc
equality	positive	nrc
equally	positive	nrc
equilibrium	positive	nrc
equity	positive	nrc
eradicate	negative	nrc
eradication	negative	nrc
erase	negative	nrc
erosion	negative	nrc
erotic	negative	nrc
erotic	positive	nrc
err	negative	nrc
errand	positive	nrc
errant	negative	nrc
erratic	negative	nrc
erratum	negative	nrc
erroneous	negative	nrc
error	negative	nrc
erudite	positive	nrc
erupt	negative	nrc
eruption	negative	nrc
escalate	negative	nrc
escape	negative	nrc
escape	positive	nrc
eschew	negative	nrc
espionage	negative	nrc
esprit	positive	nrc
essential	positive	nrc
established	positive	nrc
esteem	positive	nrc
esthetic	positive	nrc
estranged	negative	nrc
ethical	positive	nrc
ethics	positive	nrc
euthanasia	negative	nrc
evacuate	negative	nrc
evacuation	negative	nrc
evade	negative	nrc
evasion	negative	nrc
evergreen	positive	nrc
everlasting	positive	nrc
evict	negative	nrc
eviction	negative	nrc
evident	positive	nrc
evil	negative	nrc
evolution	positive	nrc
exacerbate	negative	nrc
exacerbation	negative	nrc
exacting	negative	nrc
exaggerate	negative	nrc
exaggerated	negative	nrc
exalt	positive	nrc
exaltation	positive	nrc
exalted	positive	nrc
examination	negative	nrc
exasperation	negative	nrc
excavation	negative	nrc
exceed	positive	nrc
excel	positive	nrc
excellence	positive	nrc
excellent	positive	nrc
excess	negative	nrc
exchange	positive	nrc
excise	negative	nrc
excitable	positive	nrc
excitation	positive	nrc
excite	positive	nrc
excited	positive	nrc
excitement	positive	nrc
exciting	positive	nrc
excluded	negative	nrc
excluding	negative	nrc
exclusion	negative	nrc
excrement	negative	nrc
excruciating	negative	nrc
excuse	negative	nrc
execution	negative	nrc
executioner	negative	nrc
exemplary	positive	nrc
exemption	positive	nrc
exhaust	negative	nrc
exhausted	negative	nrc
exhaustion	negative	nrc
exhilaration	positive	nrc
exhort	positive	nrc
exhortation	positive	nrc
exigent	negative	nrc
exile	negative	nrc
existence	positive	nrc
exorcism	negative	nrc
exotic	positive	nrc
expatriate	negative	nrc
expect	positive	nrc
expectation	positive	nrc
expedient	positive	nrc
expedition	positive	nrc
expel	negative	nrc
expenditure	negative	nrc
expenses	negative	nrc
experienced	positive	nrc
expert	positive	nrc
expertise	positive	nrc
expire	negative	nrc
expired	negative	nrc
explain	positive	nrc
expletive	negative	nrc
explode	negative	nrc
explosion	negative	nrc
explosive	negative	nrc
exposed	negative	nrc
expropriation	negative	nrc
expulsion	negative	nrc
exquisite	positive	nrc
exquisitely	positive	nrc
extend	positive	nrc
extensive	positive	nrc
exterminate	negative	nrc
extermination	negative	nrc
extinct	negative	nrc
extinguish	negative	nrc
extra	positive	nrc
extrajudicial	negative	nrc
extraordinary	positive	nrc
extremity	negative	nrc
extricate	positive	nrc
exuberance	positive	nrc
fabricate	negative	nrc
fabrication	negative	nrc
facilitate	positive	nrc
facts	positive	nrc
faculty	positive	nrc
fade	negative	nrc
faeces	negative	nrc
failing	negative	nrc
failure	negative	nrc
fain	positive	nrc
fainting	negative	nrc
fair	positive	nrc
fairly	positive	nrc
faith	positive	nrc
faithful	positive	nrc
faithless	negative	nrc
fake	negative	nrc
fall	negative	nrc
fallacious	negative	nrc
fallacy	negative	nrc
fallible	negative	nrc
falling	negative	nrc
fallow	negative	nrc
falsehood	negative	nrc
falsely	negative	nrc
falsification	negative	nrc
falsify	negative	nrc
falsity	negative	nrc
falter	negative	nrc
fame	positive	nrc
familiar	positive	nrc
familiarity	positive	nrc
famine	negative	nrc
famous	positive	nrc
famously	positive	nrc
fanatic	negative	nrc
fancy	positive	nrc
fanfare	positive	nrc
farce	negative	nrc
farcical	negative	nrc
fascinating	positive	nrc
fascination	positive	nrc
fashionable	positive	nrc
fasting	negative	nrc
fat	negative	nrc
fatal	negative	nrc
fatality	negative	nrc
fate	negative	nrc
fatigue	negative	nrc
fatigued	negative	nrc
fatty	negative	nrc
fault	negative	nrc
faultless	positive	nrc
faulty	negative	nrc
favorable	positive	nrc
favorite	positive	nrc
favoritism	positive	nrc
fawn	negative	nrc
fear	negative	nrc
fearful	negative	nrc
fearfully	negative	nrc
fearing	negative	nrc
fearless	positive	nrc
feat	positive	nrc
feature	positive	nrc
febrile	negative	nrc
fecal	negative	nrc
feces	negative	nrc
fee	negative	nrc
feeble	negative	nrc
feeling	negative	nrc
feeling	positive	nrc
feigned	negative	nrc
felicity	positive	nrc
fell	negative	nrc
fellow	positive	nrc
fellowship	positive	nrc
felon	negative	nrc
felony	negative	nrc
female	positive	nrc
ferment	negative	nrc
ferocious	negative	nrc
ferocity	negative	nrc
fertile	positive	nrc
fervor	positive	nrc
festival	positive	nrc
festive	positive	nrc
fete	positive	nrc
feud	negative	nrc
feudal	negative	nrc
feudalism	negative	nrc
feverish	negative	nrc
fiasco	negative	nrc
fib	negative	nrc
fickle	negative	nrc
fictitious	negative	nrc
fidelity	positive	nrc
fiend	negative	nrc
fierce	negative	nrc
fiesta	positive	nrc
fight	negative	nrc
fighting	negative	nrc
filibuster	negative	nrc
filth	negative	nrc
filthy	negative	nrc
finally	positive	nrc
finery	positive	nrc
finesse	positive	nrc
firearms	negative	nrc
fireball	positive	nrc
fireproof	positive	nrc
firmness	positive	nrc
firstborn	positive	nrc
fits	negative	nrc
fitting	positive	nrc
fixture	positive	nrc
flabby	negative	nrc
